model,split,paper_id,generation,failed_stated,n_stated,failed_implicit,n_implicit,failed_total,keep_stated_only,keep_norel_aware
qwen3_4b,test,18399341,generation_1,1,1,0,0,1,False,False
qwen3_4b,test,18399341,generation_2,1,1,0,0,1,False,False
qwen3_4b,test,18399341,generation_3,0,1,0,0,0,True,True
qwen3_4b,test,18439803,generation_1,2,13,1,14,3,False,False
qwen3_4b,test,18439803,generation_2,3,13,1,14,4,False,False
qwen3_4b,test,18439803,generation_3,3,13,3,14,6,False,False
qwen3_4b,test,18441470,generation_1,1,4,0,6,1,False,False
qwen3_4b,test,18441470,generation_2,2,4,0,6,2,False,False
qwen3_4b,test,18441470,generation_3,2,4,0,6,2,False,False
qwen3_4b,test,18457324,generation_1,5,15,5,13,10,False,False
qwen3_4b,test,18457324,generation_2,7,15,8,13,15,False,False
qwen3_4b,test,18457324,generation_3,5,15,6,13,11,False,False
qwen3_4b,test,1848636,generation_1,4,7,10,14,14,False,False
qwen3_4b,test,1848636,generation_2,5,7,8,14,13,False,False
qwen3_4b,test,1848636,generation_3,5,7,8,14,13,False,False
qwen3_4b,test,18503483,generation_1,3,5,1,4,4,False,False
qwen3_4b,test,18503483,generation_2,2,5,1,4,3,False,False
qwen3_4b,test,18503483,generation_3,2,5,1,4,3,False,False
qwen3_4b,test,18507837,generation_1,2,11,1,34,3,False,False
qwen3_4b,test,18507837,generation_2,2,11,6,34,8,False,False
qwen3_4b,test,18507837,generation_3,2,11,1,34,3,False,False
qwen3_4b,test,18991055,generation_1,2,11,0,55,2,False,False
qwen3_4b,test,18991055,generation_2,2,11,0,55,2,False,False
qwen3_4b,test,18991055,generation_3,2,11,0,55,2,False,False
qwen3_4b,test,19207031,generation_1,2,2,1,1,3,False,False
qwen3_4b,test,19207031,generation_2,2,2,1,1,3,False,False
qwen3_4b,test,19207031,generation_3,2,2,1,1,3,False,False
qwen3_4b,test,19208385,generation_1,0,5,1,10,1,True,False
qwen3_4b,test,19208385,generation_2,0,5,0,10,0,True,True
qwen3_4b,test,19208385,generation_3,0,5,1,10,1,True,False
qwen3_4b,test,19276632,generation_1,7,11,4,18,11,False,False
qwen3_4b,test,19276632,generation_2,1,11,9,18,10,False,False
qwen3_4b,test,19276632,generation_3,6,11,9,18,15,False,False
qwen3_4b,test,19353688,generation_1,0,2,0,1,0,True,True
qwen3_4b,test,19353688,generation_2,0,2,0,1,0,True,True
qwen3_4b,test,19353688,generation_3,1,2,0,1,1,False,False
qwen3_4b,test,19394258,generation_1,0,2,0,1,0,True,True
qwen3_4b,test,19394258,generation_2,0,2,0,1,0,True,True
qwen3_4b,test,19394258,generation_3,0,2,0,1,0,True,True
qwen3_4b,test,19484664,generation_1,0,1,0,0,0,True,True
qwen3_4b,test,19484664,generation_2,0,1,0,0,0,True,True
qwen3_4b,test,19484664,generation_3,0,1,0,0,0,True,True
qwen3_4b,test,19531695,generation_1,2,7,3,7,5,False,False
qwen3_4b,test,19531695,generation_2,1,7,5,7,6,False,False
qwen3_4b,test,19531695,generation_3,3,7,4,7,7,False,False
qwen3_4b,test,19565319,generation_1,4,11,4,25,8,False,False
qwen3_4b,test,19565319,generation_2,4,11,8,25,12,False,False
qwen3_4b,test,19565319,generation_3,4,11,4,25,8,False,False
qwen3_4b,test,19681452,generation_1,2,13,8,32,10,False,False
qwen3_4b,test,19681452,generation_2,2,13,4,32,6,False,False
qwen3_4b,test,19681452,generation_3,5,13,4,32,9,False,False
qwen3_4b,test,19789368,generation_1,9,10,1,17,10,False,False
qwen3_4b,test,19789368,generation_2,9,10,2,17,11,False,False
qwen3_4b,test,19789368,generation_3,9,10,1,17,10,False,False
qwen3_4b,test,19957053,generation_1,2,4,0,5,2,False,False
qwen3_4b,test,19957053,generation_2,0,4,1,5,1,True,False
qwen3_4b,test,19957053,generation_3,2,4,0,5,2,False,False
qwen3_4b,test,20534762,generation_1,0,2,0,1,0,True,True
qwen3_4b,test,20534762,generation_2,0,2,0,1,0,True,True
qwen3_4b,test,20534762,generation_3,0,2,0,1,0,True,True
qwen3_4b,test,20648600,generation_1,6,14,5,13,11,False,False
qwen3_4b,test,20648600,generation_2,5,14,5,13,10,False,False
qwen3_4b,test,20648600,generation_3,5,14,5,13,10,False,False
qwen3_4b,test,20705401,generation_1,8,19,21,72,29,False,False
qwen3_4b,test,20705401,generation_2,6,19,18,72,24,False,False
qwen3_4b,test,20705401,generation_3,5,19,14,72,19,False,False
qwen3_4b,test,20709368,generation_1,2,4,0,2,2,False,False
qwen3_4b,test,20709368,generation_2,2,4,0,2,2,False,False
qwen3_4b,test,20709368,generation_3,2,4,0,2,2,False,False
qwen3_4b,test,21126715,generation_1,0,4,0,6,0,True,True
qwen3_4b,test,21126715,generation_2,0,4,0,6,0,True,True
qwen3_4b,test,21126715,generation_3,0,4,1,6,1,True,False
qwen3_4b,test,21219851,generation_1,3,4,0,6,3,False,False
qwen3_4b,test,21219851,generation_2,3,4,0,6,3,False,False
qwen3_4b,test,21219851,generation_3,3,4,0,6,3,False,False
qwen3_4b,test,21405999,generation_1,6,14,16,40,22,False,False
qwen3_4b,test,21405999,generation_2,6,14,15,40,21,False,False
qwen3_4b,test,21405999,generation_3,6,14,18,40,24,False,False
qwen3_4b,test,21684788,generation_1,0,4,4,6,4,True,False
qwen3_4b,test,21684788,generation_2,0,4,4,6,4,True,False
qwen3_4b,test,21684788,generation_3,0,4,4,6,4,True,False
qwen3_4b,test,21750150,generation_1,3,8,5,13,8,False,False
qwen3_4b,test,21750150,generation_2,3,8,5,13,8,False,False
qwen3_4b,test,21750150,generation_3,3,8,6,13,9,False,False
qwen3_4b,test,21879313,generation_1,8,20,10,24,18,False,False
qwen3_4b,test,21879313,generation_2,8,20,10,24,18,False,False
qwen3_4b,test,21879313,generation_3,6,20,9,24,15,False,False
qwen3_4b,test,21976953,generation_1,0,1,0,0,0,True,True
qwen3_4b,test,21976953,generation_2,0,1,0,0,0,True,True
qwen3_4b,test,21976953,generation_3,0,1,0,0,0,True,True
qwen3_4b,test,22369755,generation_1,19,32,1,244,20,False,False
qwen3_4b,test,22369755,generation_2,23,32,10,244,33,False,False
qwen3_4b,test,22369755,generation_3,22,32,7,244,29,False,False
qwen3_4b,test,22729903,generation_1,2,6,3,9,5,False,False
qwen3_4b,test,22729903,generation_2,2,6,4,9,6,False,False
qwen3_4b,test,22729903,generation_3,1,6,3,9,4,False,False
qwen3_4b,test,23069675,generation_1,8,15,19,41,27,False,False
qwen3_4b,test,23069675,generation_2,7,15,20,41,27,False,False
qwen3_4b,test,23069675,generation_3,10,15,16,41,26,False,False
qwen3_4b,test,24114426,generation_1,0,4,0,6,0,True,True
qwen3_4b,test,24114426,generation_2,0,4,0,6,0,True,True
qwen3_4b,test,24114426,generation_3,0,4,0,6,0,True,True
qwen3_4b,test,24442316,generation_1,9,21,7,115,16,False,False
qwen3_4b,test,24442316,generation_2,12,21,6,115,18,False,False
qwen3_4b,test,24442316,generation_3,8,21,10,115,18,False,False
qwen3_4b,test,24671324,generation_1,2,9,3,9,5,False,False
qwen3_4b,test,24671324,generation_2,1,9,3,9,4,False,False
qwen3_4b,test,24671324,generation_3,3,9,3,9,6,False,False
qwen3_4b,test,24717468,generation_1,0,4,0,1,0,True,True
qwen3_4b,test,24717468,generation_2,0,4,0,1,0,True,True
qwen3_4b,test,24717468,generation_3,0,4,0,1,0,True,True
qwen3_4b,test,24739405,generation_1,0,5,3,9,3,True,False
qwen3_4b,test,24739405,generation_2,0,5,5,9,5,True,False
qwen3_4b,test,24739405,generation_3,0,5,5,9,5,True,False
qwen3_4b,test,24840785,generation_1,3,8,2,13,5,False,False
qwen3_4b,test,24840785,generation_2,5,8,3,13,8,False,False
qwen3_4b,test,24840785,generation_3,5,8,4,13,9,False,False
qwen3_4b,test,2491010,generation_1,1,1,0,0,1,False,False
qwen3_4b,test,2491010,generation_2,0,1,0,0,0,True,True
qwen3_4b,test,2491010,generation_3,1,1,0,0,1,False,False
qwen3_4b,test,25006961,generation_1,9,12,4,24,13,False,False
qwen3_4b,test,25006961,generation_2,7,12,3,24,10,False,False
qwen3_4b,test,25006961,generation_3,7,12,5,24,12,False,False
qwen3_4b,test,25277705,generation_1,36,45,20,280,56,False,False
qwen3_4b,test,25277705,generation_2,31,45,19,280,50,False,False
qwen3_4b,test,25277705,generation_3,33,45,28,280,61,False,False
qwen3_4b,test,25874935,generation_1,9,10,12,56,21,False,False
qwen3_4b,test,25874935,generation_2,8,10,16,56,24,False,False
qwen3_4b,test,25874935,generation_3,8,10,17,56,25,False,False
qwen3_4b,test,26110643,generation_1,8,23,4,130,12,False,False
qwen3_4b,test,26110643,generation_2,9,23,12,130,21,False,False
qwen3_4b,test,26110643,generation_3,9,23,4,130,13,False,False
qwen3_4b,test,26449539,generation_1,35,41,14,488,49,False,False
qwen3_4b,test,26449539,generation_2,33,41,9,488,42,False,False
qwen3_4b,test,26449539,generation_3,28,41,7,488,35,False,False
qwen3_4b,test,26615423,generation_1,4,6,3,15,7,False,False
qwen3_4b,test,26615423,generation_2,4,6,3,15,7,False,False
qwen3_4b,test,26615423,generation_3,4,6,3,15,7,False,False
qwen3_4b,test,26847345,generation_1,1,11,10,55,11,False,False
qwen3_4b,test,26847345,generation_2,7,11,5,55,12,False,False
qwen3_4b,test,26847345,generation_3,6,11,5,55,11,False,False
qwen3_4b,test,26900322,generation_1,2,5,0,5,2,False,False
qwen3_4b,test,26900322,generation_2,2,5,0,5,2,False,False
qwen3_4b,test,26900322,generation_3,2,5,0,5,2,False,False
qwen3_4b,test,26937641,generation_1,103,107,15,244,118,False,False
qwen3_4b,test,26937641,generation_2,103,107,13,244,116,False,False
qwen3_4b,test,26937641,generation_3,103,107,0,244,103,False,False
qwen3_4b,test,26991973,generation_1,2,3,10,11,12,False,False
qwen3_4b,test,26991973,generation_2,3,3,10,11,13,False,False
qwen3_4b,test,26991973,generation_3,2,3,8,11,10,False,False
qwen3_4b,test,27384305,generation_1,4,11,15,34,19,False,False
qwen3_4b,test,27384305,generation_2,4,11,15,34,19,False,False
qwen3_4b,test,27384305,generation_3,11,11,12,34,23,False,False
qwen3_4b,test,27464336,generation_1,6,14,2,91,8,False,False
qwen3_4b,test,27464336,generation_2,6,14,0,91,6,False,False
qwen3_4b,test,27464336,generation_3,6,14,2,91,8,False,False
qwen3_4b,test,27798239,generation_1,7,15,8,40,15,False,False
qwen3_4b,test,27798239,generation_2,3,15,8,40,11,False,False
qwen3_4b,test,27798239,generation_3,4,15,10,40,14,False,False
qwen3_4b,test,27959387,generation_1,16,31,7,122,23,False,False
qwen3_4b,test,27959387,generation_2,18,31,18,122,36,False,False
qwen3_4b,test,27959387,generation_3,20,31,35,122,55,False,False
qwen3_4b,test,27993978,generation_1,4,5,1,1,5,False,False
qwen3_4b,test,27993978,generation_2,2,5,1,1,3,False,False
qwen3_4b,test,27993978,generation_3,2,5,1,1,3,False,False
qwen3_4b,test,28068934,generation_1,0,4,0,6,0,True,True
qwen3_4b,test,28068934,generation_2,0,4,0,6,0,True,True
qwen3_4b,test,28068934,generation_3,0,4,0,6,0,True,True
qwen3_4b,test,28481876,generation_1,2,7,9,13,11,False,False
qwen3_4b,test,28481876,generation_2,2,7,8,13,10,False,False
qwen3_4b,test,28481876,generation_3,2,7,10,13,12,False,False
qwen3_4b,test,28684635,generation_1,3,8,7,13,10,False,False
qwen3_4b,test,28684635,generation_2,4,8,7,13,11,False,False
qwen3_4b,test,28684635,generation_3,2,8,7,13,9,False,False
qwen3_4b,test,28846666,generation_1,19,43,3,308,22,False,False
qwen3_4b,test,28846666,generation_2,22,43,4,308,26,False,False
qwen3_4b,test,28846666,generation_3,18,43,7,308,25,False,False
qwen3_4b,test,8829135,generation_1,1,8,22,33,23,False,False
qwen3_4b,test,8829135,generation_2,2,8,23,33,25,False,False
qwen3_4b,test,8829135,generation_3,1,8,14,33,15,False,False
qwen3_4b,test,9672936,generation_1,1,2,0,1,1,False,False
qwen3_4b,test,9672936,generation_2,1,2,0,1,1,False,False
qwen3_4b,test,9672936,generation_3,1,2,0,1,1,False,False
qwen3_4b,train,10491763,generation_1,0,3,2,3,2,True,False
qwen3_4b,train,10491763,generation_2,0,3,2,3,2,True,False
qwen3_4b,train,10491763,generation_3,0,3,2,3,2,True,False
qwen3_4b,train,10788334,generation_1,3,8,0,7,3,False,False
qwen3_4b,train,10788334,generation_2,1,8,1,7,2,False,False
qwen3_4b,train,10788334,generation_3,3,8,0,7,3,False,False
qwen3_4b,train,11009181,generation_1,0,4,1,2,1,True,False
qwen3_4b,train,11009181,generation_2,0,4,1,2,1,True,False
qwen3_4b,train,11009181,generation_3,0,4,1,2,1,True,False
qwen3_4b,train,11054569,generation_1,0,5,4,10,4,True,False
qwen3_4b,train,11054569,generation_2,0,5,4,10,4,True,False
qwen3_4b,train,11054569,generation_3,0,5,4,10,4,True,False
qwen3_4b,train,11773892,generation_1,0,6,9,15,9,True,False
qwen3_4b,train,11773892,generation_2,1,6,9,15,10,False,False
qwen3_4b,train,11773892,generation_3,0,6,9,15,9,True,False
qwen3_4b,train,12442272,generation_1,1,2,0,1,1,False,False
qwen3_4b,train,12442272,generation_2,1,2,0,1,1,False,False
qwen3_4b,train,12442272,generation_3,1,2,0,1,1,False,False
qwen3_4b,train,1353340,generation_1,1,2,0,1,1,False,False
qwen3_4b,train,1353340,generation_2,1,2,0,1,1,False,False
qwen3_4b,train,1353340,generation_3,1,2,0,1,1,False,False
qwen3_4b,train,14722929,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,14722929,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,14722929,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,15033202,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,15033202,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,15033202,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,15042318,generation_1,3,5,0,10,3,False,False
qwen3_4b,train,15042318,generation_2,3,5,0,10,3,False,False
qwen3_4b,train,15042318,generation_3,3,5,0,10,3,False,False
qwen3_4b,train,15064320,generation_1,1,3,2,7,3,False,False
qwen3_4b,train,15064320,generation_2,0,3,1,7,1,True,False
qwen3_4b,train,15064320,generation_3,0,3,3,7,3,True,False
qwen3_4b,train,15075188,generation_1,4,19,11,59,15,False,False
qwen3_4b,train,15075188,generation_2,7,19,7,59,14,False,False
qwen3_4b,train,15075188,generation_3,4,19,15,59,19,False,False
qwen3_4b,train,15099351,generation_1,3,6,3,9,6,False,False
qwen3_4b,train,15099351,generation_2,2,6,3,9,5,False,False
qwen3_4b,train,15099351,generation_3,3,6,3,9,6,False,False
qwen3_4b,train,15122708,generation_1,0,6,6,15,6,True,False
qwen3_4b,train,15122708,generation_2,0,6,6,15,6,True,False
qwen3_4b,train,15122708,generation_3,1,6,6,15,7,False,False
qwen3_4b,train,15122711,generation_1,0,9,3,19,3,True,False
qwen3_4b,train,15122711,generation_2,0,9,3,19,3,True,False
qwen3_4b,train,15122711,generation_3,0,9,3,19,3,True,False
qwen3_4b,train,15145918,generation_1,8,16,1,5,9,False,False
qwen3_4b,train,15145918,generation_2,6,16,0,5,6,False,False
qwen3_4b,train,15145918,generation_3,5,16,0,5,5,False,False
qwen3_4b,train,15177686,generation_1,1,1,0,0,1,False,False
qwen3_4b,train,15177686,generation_2,1,1,0,0,1,False,False
qwen3_4b,train,15177686,generation_3,1,1,0,0,1,False,False
qwen3_4b,train,15184369,generation_1,3,4,1,2,4,False,False
qwen3_4b,train,15184369,generation_2,2,4,1,2,3,False,False
qwen3_4b,train,15184369,generation_3,3,4,1,2,4,False,False
qwen3_4b,train,15188772,generation_1,1,4,2,6,3,False,False
qwen3_4b,train,15188772,generation_2,2,4,3,6,5,False,False
qwen3_4b,train,15188772,generation_3,0,4,2,6,2,True,False
qwen3_4b,train,15191352,generation_1,1,6,7,15,8,False,False
qwen3_4b,train,15191352,generation_2,2,6,8,15,10,False,False
qwen3_4b,train,15191352,generation_3,2,6,4,15,6,False,False
qwen3_4b,train,15198485,generation_1,0,4,0,2,0,True,True
qwen3_4b,train,15198485,generation_2,0,4,0,2,0,True,True
qwen3_4b,train,15198485,generation_3,0,4,0,2,0,True,True
qwen3_4b,train,15200408,generation_1,0,6,4,15,4,True,False
qwen3_4b,train,15200408,generation_2,0,6,6,15,6,True,False
qwen3_4b,train,15200408,generation_3,2,6,2,15,4,False,False
qwen3_4b,train,15241482,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,15241482,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,15241482,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,15266215,generation_1,2,5,13,22,15,False,False
qwen3_4b,train,15266215,generation_2,2,5,12,22,14,False,False
qwen3_4b,train,15266215,generation_3,1,5,12,22,13,False,False
qwen3_4b,train,15278670,generation_1,1,8,11,13,12,False,False
qwen3_4b,train,15278670,generation_2,3,8,11,13,14,False,False
qwen3_4b,train,15278670,generation_3,6,8,11,13,17,False,False
qwen3_4b,train,15459183,generation_1,2,6,2,5,4,False,False
qwen3_4b,train,15459183,generation_2,1,6,2,5,3,False,False
qwen3_4b,train,15459183,generation_3,2,6,2,5,4,False,False
qwen3_4b,train,15523499,generation_1,1,12,2,9,3,False,False
qwen3_4b,train,15523499,generation_2,6,12,2,9,8,False,False
qwen3_4b,train,15523499,generation_3,0,12,2,9,2,True,False
qwen3_4b,train,15599941,generation_1,1,4,1,2,2,False,False
qwen3_4b,train,15599941,generation_2,1,4,1,2,2,False,False
qwen3_4b,train,15599941,generation_3,1,4,1,2,2,False,False
qwen3_4b,train,15602202,generation_1,0,4,4,6,4,True,False
qwen3_4b,train,15602202,generation_2,0,4,3,6,3,True,False
qwen3_4b,train,15602202,generation_3,0,4,3,6,3,True,False
qwen3_4b,train,15609295,generation_1,1,5,0,7,1,False,False
qwen3_4b,train,15609295,generation_2,0,5,0,7,0,True,True
qwen3_4b,train,15609295,generation_3,1,5,0,7,1,False,False
qwen3_4b,train,15614572,generation_1,1,15,20,51,21,False,False
qwen3_4b,train,15614572,generation_2,3,15,6,51,9,False,False
qwen3_4b,train,15614572,generation_3,2,15,13,51,15,False,False
qwen3_4b,train,15623763,generation_1,7,11,8,25,15,False,False
qwen3_4b,train,15623763,generation_2,2,11,9,25,11,False,False
qwen3_4b,train,15623763,generation_3,7,11,9,25,16,False,False
qwen3_4b,train,15630069,generation_1,1,14,7,19,8,False,False
qwen3_4b,train,15630069,generation_2,4,14,9,19,13,False,False
qwen3_4b,train,15630069,generation_3,1,14,8,19,9,False,False
qwen3_4b,train,15649253,generation_1,1,4,0,6,1,False,False
qwen3_4b,train,15649253,generation_2,2,4,0,6,2,False,False
qwen3_4b,train,15649253,generation_3,1,4,0,6,1,False,False
qwen3_4b,train,15686794,generation_1,1,3,1,3,2,False,False
qwen3_4b,train,15686794,generation_2,2,3,1,3,3,False,False
qwen3_4b,train,15686794,generation_3,2,3,1,3,3,False,False
qwen3_4b,train,15748645,generation_1,0,3,1,3,1,True,False
qwen3_4b,train,15748645,generation_2,2,3,1,3,3,False,False
qwen3_4b,train,15748645,generation_3,0,3,2,3,2,True,False
qwen3_4b,train,15749661,generation_1,1,14,16,41,17,False,False
qwen3_4b,train,15749661,generation_2,1,14,13,41,14,False,False
qwen3_4b,train,15749661,generation_3,2,14,11,41,13,False,False
qwen3_4b,train,15755837,generation_1,0,5,3,5,3,True,False
qwen3_4b,train,15755837,generation_2,0,5,4,5,4,True,False
qwen3_4b,train,15755837,generation_3,1,5,5,5,6,False,False
qwen3_4b,train,15770495,generation_1,0,8,0,28,0,True,True
qwen3_4b,train,15770495,generation_2,1,8,0,28,1,False,False
qwen3_4b,train,15770495,generation_3,0,8,0,28,0,True,True
qwen3_4b,train,15807692,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,15807692,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,15807692,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,15814629,generation_1,0,4,2,6,2,True,False
qwen3_4b,train,15814629,generation_2,0,4,2,6,2,True,False
qwen3_4b,train,15814629,generation_3,0,4,2,6,2,True,False
qwen3_4b,train,15817013,generation_1,2,3,0,3,2,False,False
qwen3_4b,train,15817013,generation_2,2,3,0,3,2,False,False
qwen3_4b,train,15817013,generation_3,2,3,0,3,2,False,False
qwen3_4b,train,15851735,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,15851735,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,15851735,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,15858223,generation_1,6,9,3,12,9,False,False
qwen3_4b,train,15858223,generation_2,6,9,4,12,10,False,False
qwen3_4b,train,15858223,generation_3,6,9,5,12,11,False,False
qwen3_4b,train,15859361,generation_1,1,7,5,19,6,False,False
qwen3_4b,train,15859361,generation_2,1,7,5,19,6,False,False
qwen3_4b,train,15859361,generation_3,2,7,5,19,7,False,False
qwen3_4b,train,15893386,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,15893386,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,15893386,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,15897593,generation_1,1,21,7,32,8,False,False
qwen3_4b,train,15897593,generation_2,2,21,7,32,9,False,False
qwen3_4b,train,15897593,generation_3,3,21,7,32,10,False,False
qwen3_4b,train,15957009,generation_1,6,12,6,24,12,False,False
qwen3_4b,train,15957009,generation_2,2,12,2,24,4,False,False
qwen3_4b,train,15957009,generation_3,1,12,0,24,1,False,False
qwen3_4b,train,15970799,generation_1,0,13,10,32,10,True,False
qwen3_4b,train,15970799,generation_2,0,13,13,32,13,True,False
qwen3_4b,train,15970799,generation_3,3,13,10,32,13,False,False
qwen3_4b,train,15983230,generation_1,1,14,0,52,1,False,False
qwen3_4b,train,15983230,generation_2,0,14,1,52,1,True,False
qwen3_4b,train,15983230,generation_3,1,14,5,52,6,False,False
qwen3_4b,train,16001362,generation_1,0,4,5,6,5,True,False
qwen3_4b,train,16001362,generation_2,1,4,3,6,4,False,False
qwen3_4b,train,16001362,generation_3,2,4,5,6,7,False,False
qwen3_4b,train,16005363,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,16005363,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,16005363,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,16120104,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,16120104,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,16120104,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,16157158,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,16157158,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,16157158,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,16158428,generation_1,0,3,0,3,0,True,True
qwen3_4b,train,16158428,generation_2,0,3,0,3,0,True,True
qwen3_4b,train,16158428,generation_3,0,3,0,3,0,True,True
qwen3_4b,train,16160878,generation_1,3,7,1,21,4,False,False
qwen3_4b,train,16160878,generation_2,3,7,2,21,5,False,False
qwen3_4b,train,16160878,generation_3,2,7,0,21,2,False,False
qwen3_4b,train,16167916,generation_1,0,7,7,14,7,True,False
